24619745	3
25682074	3
25752562	3
26201402	3
26273192	3
26568208	3
26820943	3
26925684	3
26968398	3
27015557	3
27580659	3
27888421	3
28101798	3
28198380	3
28377481	1
28618929	3
28653902	3
28958991	3
30391405	3
30397860	3
30405852	3
30419345	3
30419349	3
10022033	1
10025425	3
10025444	1
10025576	1
20578946	1
21263000	4
21263000	4
21549079	2
21706501	4
22011734	4
23211900	4
23239255	4
24939608	1
26952712	2
28211982	4
28267727	4
28296849	4
28618888	4
28911804	4
29271604	4
8001324	4
23954459	2
24032991	2
25008444	2
27241659	2
12677556	1
15231740	1
17574030	0
21246219	0
23716571	1
24316073	1
24611735	1
24695551	1
25458167	0
25672202	0
26103456	0
26586152	1
26846096	0
27442694	1
27488999	1
27571505	0
28174811	1
29039417	1
8270381	1
8667262	1
8712208	1
